Symbol,Name,Sector,Price,Dividend Yield,Price/Earnings,Earnings/Share,Book Value,52 week low,52 week high,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
CME,CME Group,Financials,90.74,2.21,25.71,3.53,63.24,75.94,100.87,30.65,2.16,9.51,1.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CME
ITW,Illinois Tool Works,Industrials,83.11,2.59,16.63,5,14.48,78.79,100.14,30.43,3.37,2.21,5.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ITW
VFC,VF Corp,Consumer Discretionary,70.6,1.81,29.26,2.41,11.67,61.75,77.83,30.05,2.1,2.45,6.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VFC
PX,Praxair,Materials,103.07,2.72,20.06,5.14,17.33,100.99,133.77,29.53,3.75,2.59,6.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PX
EMR,Emerson Electric,Industrials,44.74,4.17,12.49,3.58,13.19,44.03,65.94,29.4,4.53,1.27,3.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMR
VLO,Valero Energy,Energy,59.15,2.67,6.77,8.73,42.93,42.53,71.5,29.4,8.76,0.27,1.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VLO
BDX,Becton Dickinson,Health Care,137.84,1.73,34.26,4.02,34.5,112.17,154.98,28.98,2.42,3.11,4.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BDX
EL,Estee Lauder Co,Consumer Staples,77.41,1.24,27.45,2.82,9.72,70.18,91.68,28.87,2.02,2.72,8.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EL
YHOO,Yahoo,Information Technology,30.445,,4.229,7.199,35.679,29,52.62,28.66,0.54175,6.025,0.874,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YHOO
APD,Air Products & Chemicals,Materials,132.25,2.41,27.64,4.78,35.29,118.2,158.2,28.43,2.79,2.86,3.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APD
AAL,American Airlines Group,Industrials,42.16,0.92,7.28,5.79,5.36,28.1,56.2,28.32,7.99,0.69,8.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAL
VRTX,Vertex Pharmaceuticals,Health Care,114.83,,,-3.08,3.66,96.43,143.45,28.09,-0.53259,46.03,32.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRTX
MMC,Marsh & McLennan,Financials,52.685,2.34,19.291,2.731,12.774,48.66,59.99,27.92,2.75,2.217,4.201,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMC
HUM,Humana,Health Care,187.56,0.62,22.2,8.45,68.06,121.04,219.79,27.79,2.6,0.54,2.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUM
CB,Chubb Corp,Financials,120.79,1.91,14.11,8.56,70.13,90.22,129.44,27.42,3.02,1.98,1.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CB
MNST,Monster Beverage,Consumer Staples,133.03,,48.93,2.72,23.62,88.93,155.83,27.34,0.85235,10.85,5.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MNST
AEP,American Electric Power,Utilities,54.85,3.82,15.45,3.55,35.54,51.58,65.38,26.91,5.2,1.61,1.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEP
CSX,CSX Corp,Industrials,27.325,2.56,13.663,2,11.754,24.47,37.99,26.88,4.92,2.211,2.391,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSX
CAH,Cardinal Health,Health Care,81.3,1.85,22.46,3.62,19.07,71.72,91.91,26.61,2.69,0.27,4.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAH
LB,L Brands,Consumer Discretionary,91.2,2.18,23.65,3.86,-2.23,64.47,95.78,26.48,2.46,2.3,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LB
EQR,Equity Residential,Financials,72.49,3.06,29.29,2.47,28.73,60.44,82.53,26.39,1.73,9.96,2.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQR
ICE,Intercontinental Exchange,Financials,227.635,2.29,23.523,9.677,111.802,193.42,246.39,26.19,2.03,8.349,2.072,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ICE
EXC,Exelon Corp,Utilities,30.05,4.01,11.09,2.71,27.28,29.55,38.93,25.89,8.47,0.89,1.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXC
JCI,Johnson Controls,Consumer Discretionary,39.57,2.57,17.37,2.28,16.29,38.48,54.52,25.88,3.35,0.63,2.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JCI
ADM,Archer-Daniels-Midland,Consumer Staples,42.34,2.59,11.66,3.63,30.2,41.63,53.91,25.78,3.79,0.36,1.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADM
BBT,BB&T Corp,Financials,35.14,3.06,12.69,2.77,30.64,34.5,41.9,25.77,0,2.94,1.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBT
DE,Deere & Co,Industrials,78.31,3.02,12.04,6.5,23.53,76.76,98.23,25.7,4.5,0.84,3.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DE
CCI,Crown Castle International,Financials,77.12,4.24,17.29,4.46,22.23,74.45,89.44,25.69,2.09,6.86,3.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCI
LUV,Southwest Airlines,Industrials,38.51,0.76,16.63,2.32,10.86,28.4,47.17,25.39,4.02,1.37,3.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUV
AON,Aon Plc,Financials,89.28,1.34,20.44,4.37,22.87,78.26,107.08,25,2.53,2.14,3.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AON
PRGO,Perrigo,Health Care,170.75,0.28,185.8,0.92,72.88,142.38,215.73,24.98,1.35,5.55,2.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRGO
MPC,Marathon Petroleum,Energy,46.24,2.78,8.06,5.74,21.68,37.32,60.38,24.79,6.42,0.32,2.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPC
MHFI,McGraw Hill Financial,Financials,90.885,1.43,22721.25,0.004,2.8,73.96,109.13,24.77,2.1,4.888,33.107,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MHFI
PPG,PPG Indus,Materials,91.1,1.55,22.68,4.02,19.1,85.78,118.95,24.66,2.43,1.64,4.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPG
PCG,PG&E Corp,Utilities,51.105,3.6,17.739,2.881,33.264,43.76,60.21,24.63,4.67,1.421,1.539,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCG
AFL,AFLAC,Financials,56.915,2.73,9.561,5.953,39.52,51.41,65.1,24.51,4.29,1.147,1.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AFL
ETN,Eaton Corp Plc,Industrials,52.4365,4.16,11.3327,4.627,33.696,49.21,73.82,24.51,3.56,1.1376,1.5806,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETN
ORLY,O'Reilly Automotive,Consumer Discretionary,244.32,,29.9,8.17,19.78,146.22,258.15,24.29,1.61,3.24,12.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORLY
TEL,TE Connectivity,Information Technology,59.61,2.15,12.08,4.93,22.6,51.03,73.73,23.99,2.92,1.73,2.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TEL
HCN,Health Care REIT,Financials,67.78,4.9,27.23,2.49,38.91,61,84.88,23.85,1.77,6.79,1.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCN
INTU,Intuit,Information Technology,85.91,1.4,67.01,1.28,8.4,77.96,109.21,23.82,1.09,5.74,10.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTU
K,Kellogg Co,Consumer Staples,66.725,2.97,63.306,1.054,7.513,58.83,69.89,23.59,1.64,1.684,9.006,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=K
BHI,Baker Hughes,Energy,53.97,1.27,90.4,0.6,40.6,44.11,70.45,23.52,3.43,1.11,1.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BHI
SYY,Sysco Corp,Consumer Staples,39.39,3.04,34.25,1.15,8.85,35.45,41.87,23.43,2.34,0.49,4.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYY
NSC,Norfolk Southern,Industrials,77.238,2.99,13.232,5.837,40.071,72.1,117.64,23.28,4.28,2.146,1.986,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NSC
BEN,Franklin Resources,Financials,37.79,1.5,10.16,3.72,19.66,37.79,59.43,23.2,3.2,2.88,1.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BEN
SRE,Sempra Energy,Utilities,93.43,3.03,17.09,5.47,47.09,89.44,116.3,23.18,3.17,2.18,1.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SRE
ALL,Allstate Corp,Financials,57.87,2.08,9.73,5.95,48.64,54.12,72.87,23.17,4.75,0.66,1.2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALL
AZO,AutoZone,Consumer Discretionary,739,,21.28,34.72,-52.6,491.93,754.9,22.81,2.18,2.26,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AZO
GGP,Genl Growth Properties,Financials,25.67,2.8,17.4,1.48,9.18,23.19,31.7,22.75,1.82,8.93,2.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GGP
MYL,Mylan NV,Health Care,46.21,0,22.36,2.07,19.47,44.8,76.69,22.71,2.31,2.81,2.47,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MYL
AVB,AvalonBay Communities,Financials,170.58,2.93,29.65,5.75,69.31,139.27,181.69,22.67,1.24,12.05,2.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVB
CMG,Chipotle Mexican Grill,Consumer Discretionary,725.79,,44.45,16.33,72.28,597.33,758.61,22.6,0.95072,5.13,10.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMG
DFS,Discover Financial Services,Financials,51.77,2.14,10.7,4.84,24.47,50.92,66.75,22.54,0,3.26,2.16,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DFS
WM,Waste Management,Industrials,49.54,3.09,22.71,2.18,11.92,45.5,55.93,22.4,3.42,1.69,4.2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WM
ABC,AmerisourceBergen Corp,Health Care,103.25,1.09,,-1.95,7.28,74.32,120.68,22.32,1.54,0.17,14.47,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABC
BSX,Boston Scientific,Health Care,16.59,,,-0.12,4.9,11.1,18.62,22.3,1.74,3.09,3.41,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BSX
ZTS,Zoetis,Health Care,44.25,0.74,53.31,0.83,2.36,34.16,55.38,22.08,1.39,4.62,18.9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZTS
SHW,Sherwin-Williams,Materials,237.62,1.09,24.24,9.8,8.21,202.01,294.35,21.92,1.58,1.99,29.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SHW
UA,Under Armour,Consumer Discretionary,101.39,,109.49,0.93,6.56,60,105.89,21.87,0.44208,6.5,15.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UA
CERN,Cerner Corp,Health Care,62.47,,43.69,1.43,11.2,55.75,75.72,21.56,1.07,5.75,5.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CERN
EA,Electronic Arts,Information Technology,69.14,,23.12,2.99,10.73,31.77,75.76,21.55,1.28,4.89,6.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EA
DLPH,Delphi Automotive Plc,Consumer Discretionary,73.8,1.29,14.45,5.11,8.71,58.23,90.57,20.98,2.56,1.31,8.87,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLPH
GLW,Corning,Information Technology,17.015,2.72,8.361,2.035,15.177,15.42,25.16,20.86,3.05,2.249,1.154,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLW
DG,Dollar General,Consumer Discretionary,70.51,1.25,18.84,3.74,18.39,57.09,81.42,20.78,2.23,1.06,3.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DG
PPL,PPL Corp,Utilities,30.9867,4.88,19.3184,1.604,14.848,29.18,38.14,20.76,4.81,1.8279,2.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPL
RCL,Royal Caribbean Cruises,Consumer Discretionary,94.08,1.57,25.17,3.74,37.83,52.32,97.6,20.69,1.81,2.65,2.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RCL
BF-B,Brown-Forman,Consumer Staples,99.59,1.6,30.53,3.26,8.27,81.89,111.06,20.56,1.1,6.59,12.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BF-B
CBS,CBS Corp,Consumer Discretionary,42.57,1.4,7.91,5.38,12.32,40.75,63.95,20.53,3.07,1.5,3.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBS
PEG,Public Svc Enterprises,Utilities,40.3,3.87,11.07,3.64,25.12,36.37,44.45,20.39,4.5,1.89,1.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEG
FISV,Fiserv,Information Technology,86.48,,29.2,2.96,13.36,60.55,90.54,20.29,1.57,4,6.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FISV
MCO,Moody's Corp,Financials,100.23,1.35,22.16,4.52,-1.65,85.5,113.87,20.08,1.59,5.86,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCO
PLD,Prologis,Financials,38.28,4.19,19.14,2,27.92,36.26,47.56,20.06,1.21,10.15,1.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PLD
HSY,Hershey Co,Consumer Staples,91.29,2.52,35.59,2.57,5.24,82.41,111.35,20.03,1.66,2.72,17.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSY
ROST,Ross Stores,Consumer Discretionary,48.785,0.96,20.515,2.378,5.848,37.01,56.68,19.91,1.83,1.749,8.454,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROST
CMI,Cummins,Industrials,111.92,3.38,11.75,9.52,44.22,110.86,151.25,19.88,2.72,1.03,2.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMI
EIX,Edison International,Utilities,60.92,2.72,12.71,4.79,34.76,54.12,69.59,19.85,4.46,1.56,1.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EIX
ZBH,Zimmer Biomet Holdings,Health Care,97.46,0.89,49.47,1.97,49.8,94.73,121.84,19.82,1.81,4.31,1.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZBH
STI,SunTrust Banks,Financials,37.78,2.17,10.94,3.45,42.39,33.97,45.84,19.51,0,2.54,0.9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STI
PCAR,PACCAR,Industrials,54.81,1.7,12.26,4.47,20.34,53.45,71.15,19.46,2.78,1.01,2.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCAR
FIS,Fidelity National Information Services,Information Technology,68.3,1.53,28.07,2.43,22.87,51.38,72.3,19.23,1.61,3.04,3.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FIS
BAX,Baxter International,Health Care,35.09,1.27,8.79,3.99,14.65,34.5,43.44,19.14,4.05,1.2,2.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAX
AMP,Ameriprise Financial,Financials,106.51,2.5,12.25,8.69,44.06,95.52,138.26,18.98,3.81,1.56,2.47,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMP
ED,Consolidated Edison,Utilities,64.75,4,17.18,3.77,43.66,55.8,72.25,18.96,3.37,1.51,1.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ED
VTR,Ventas,Financials,56.55,5.2,36.67,1.54,33.22,52.03,81.93,18.8,1.83,5.63,1.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VTR
SE,Spectra Energy,Energy,27.98,5.3,23.51,1.19,11.31,26,40.17,18.78,2.69,3.37,2.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SE
STJ,St. Jude Medical,Health Care,66.19,1.72,18.45,3.59,13.65,54.8,80.84,18.65,1.71,3.39,4.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STJ
ISRG,Intuitive Surgical,Health Care,497.735,,37.075,13.425,102.505,449.34,564.86,18.43,0.7501,8.281,4.926,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ISRG
HIG,Hartford Finl Services Gp,Financials,44.04,1.9,11.72,3.76,43.78,34.73,50.95,18.27,2.76,1,1.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HIG
DISCA,Discovery Communications,Consumer Discretionary,27.86,,17.47,1.6,8.46,25.11,39.46,18.25,2.5,2.93,3.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCA
PXD,Pioneer Natural Resources,Energy,121.8,0.07,35.83,3.4,55.71,105.83,202.86,18.19,2.48,5.15,2.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PXD
MAR,Marriott International,Consumer Discretionary,67.98,1.44,23.31,2.92,-11.35,59.61,85,18.07,1.41,6.56,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAR
AMAT,Applied Materials,Information Technology,15.01,2.51,14.3,1.05,6.64,14.25,25.71,18.02,1.95,1.97,2.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMAT
BXP,Boston Properties,Financials,117.28,2.19,32.5,3.61,36.38,94.91,146.07,18.01,1.5,7.31,3.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BXP
PGR,"Progressive Corp,Ohio",Financials,30.59,2.24,13.66,2.24,12.56,24.16,31.7,17.92,2.21,0.9,2.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PGR
HCP,HCP,Financials,38.59,5.85,48.97,0.79,22.13,35.37,49.61,17.85,1.8,7.39,1.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCP
TROW,T.Rowe Price Group,Financials,68.95,2.99,14.7,4.69,19.3,67.76,88.64,17.67,2.07,4.34,3.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TROW
M,Macy's,Consumer Discretionary,53.29,2.66,13.11,4.07,14.64,53.21,73.61,17.64,3.76,0.64,3.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=M
VIAB,Viacom,Consumer Discretionary,44.105,3.5,10.295,4.284,7.218,36.32,79.41,17.54,4.27,1.325,6.218,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VIAB
ADI,Analog Devices,Information Technology,55.4374,2.82,24.871,2.229,16.148,42.57,68.97,17.39,1.22,5.4312,3.5069,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADI
CAG,ConAgra Foods,Consumer Staples,40.47,2.37,,-0.6,10.57,32.41,45.49,17.36,2.11,1.15,4.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAG
VNO,Vornado Realty Trust,Financials,91.34,2.75,19.34,4.72,27.91,84.32,115.73,17.22,1.31,6.43,3.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VNO
XEL,Xcel Energy,Utilities,33.95,3.81,18.83,1.8,20.26,30.12,38.35,17.22,3.02,1.53,1.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEL
TSN,Tyson Foods,Consumer Staples,41.8275,0.93,15.5898,2.683,23.804,37.02,45.1,16.99,2.77,0.4228,1.7921,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSN
WDC,Western Digital,Information Technology,73.395,2.64,11.876,6.18,40.083,73.36,114.69,16.91,2.88,1.206,1.903,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WDC
SWKS,Skyworks Solutions,Information Technology,88.02,1.16,22.99,3.83,15.93,44.06,112.88,16.79,1.11,5.5,5.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWKS
SIAL,Sigma-Aldrich,Materials,139.53,0.66,34.62,4.03,27.61,132.45,140.03,16.72,0.837,6.04,5.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SIAL
IP,International Paper,Materials,39.7,3.96,16.45,2.41,11.71,39.69,57.9,16.58,3.86,0.73,3.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IP
PAYX,Paychex,Information Technology,45.8,3.61,24.76,1.85,4.94,41.59,51.72,16.54,1.16,6.15,9.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PAYX
MU,Micron Technology,Information Technology,15.31,0,5.1,3,11.58,13.5,36.59,16.47,6.09,1.01,1.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MU
DVN,Devon Energy,Energy,39.72,2.41,,-14.33,37.28,36.63,70.76,16.32,7.43,1.09,1.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVN
DVA,DaVita HealthCare Partner,Health Care,75.65,,36.58,2.07,23.89,71.5,85.17,16.3,2.42,1.23,3.18,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVA
EQIX,Equinix,Financials,286.23,2.37,,-3.18,38.67,189.55,294.49,16.3,1.07,6.48,7.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQIX
OMC,Omnicom Group,Consumer Discretionary,66.79,2.97,15.4,4.34,10.9,64.03,80.98,16.23,2.24,1.08,6.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OMC
EXPE,Expedia,Consumer Discretionary,124.41,0.76,20.1,6.19,16.35,70.91,130.99,16.07,0.70584,2.67,7.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPE
LVLT,Level 3 Communications,Telecommunication Services,45.09,,54.92,0.82,19.23,37.61,57.08,16.04,2.3,2.15,2.41,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LVLT
ENDP,Endo International plc,Health Care,76.49,,,-3.82,29.55,57.14,96.58,15.93,0.74315,5,2.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ENDP
HRL,Hormel Foods,Consumer Staples,60.13,1.64,24.25,2.48,14.88,49.62,64.13,15.91,1.18,1.72,4.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRL
DLTR,Dollar Tree,Consumer Discretionary,67.71,,45.29,1.5,17.24,53.7,84.22,15.89,1.33,1.63,3.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLTR
APH,Amphenol Corp A,Information Technology,50.89,1.08,22.02,2.31,9.92,45.27,60.54,15.73,1.26,2.94,5.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APH
MTB,M&T Bank,Financials,118.03,2.37,15.83,7.46,85.93,111.78,134,15.73,0,3.63,1.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTB
CPB,Campbell Soup,Consumer Staples,50.64,2.44,22.91,2.21,4.44,41.15,52.26,15.7,1.52,1.97,11.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPB
NTRS,Northern Trust,Financials,67.14,2.15,17.39,3.86,35.91,60.78,79.25,15.63,0,3.45,1.9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTRS
ROP,Roper Technologies,Industrials,155,0.63,23.49,6.6,49.86,137.34,178.92,15.6,1.23,4.44,3.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROP
WEC,WEC Energy Group,Utilities,49.29,3.71,21.43,2.3,26.79,42.53,58.01,15.56,1.44,3.37,1.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WEC
ADS,Alliance Data Systems,Information Technology,252,,31.4,8.03,31.74,230.54,312,15.48,1.61,2.66,8.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADS
TAP,Molson Coors Brewing,Consumer Staples,82.51,1.94,41.76,1.98,40.96,63.91,85.79,15.27,0.7272,4.02,2.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TAP
SWK,Stanley Black & Decker,Industrials,99.58,2.19,20.31,4.9,37.75,79.03,111.18,15.26,1.87,1.36,2.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWK
FITB,Fifth Third Bancorp,Financials,18.84,2.75,11.85,1.59,17.62,17.14,21.93,15.25,0,2.8,1.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FITB
ALTR,Altera Corp,Information Technology,50.27,1.43,38.94,1.29,10.98,30.47,51.91,15.21,0.53526,8.34,4.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALTR
EW,Edwards Lifesciences,Health Care,139.77,,34.84,4.01,21.31,97.07,159,15.03,0.6633,6.26,6.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EW
ES,Eversource Energy,Utilities,47.33,3.54,16.43,2.88,32.11,43.88,56.83,15.01,2.43,1.86,1.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ES
MJN,Mead Johnson Nutrition,Consumer Staples,73.7,2.21,20.94,3.52,3.73,73.1,105.45,14.94,1.06,3.53,20.1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MJN
TYC,Tyco International,Industrials,34.86,2.31,38.35,0.91,10.21,34.01,44.84,14.69,1.05,1.48,3.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TYC
DPS,Dr. Pepper Snapple Group,Consumer Staples,76.84,2.49,20.95,3.67,11.85,60.65,83.57,14.67,1.42,2.4,6.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DPS
APA,Apache Corp,Energy,38.71,2.5,,-43.43,41.12,38.37,95.97,14.63,7.54,1.45,0.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APA
HES,Hess Corp,Energy,51.47,1.91,338.62,0.15,74.23,49.86,97.26,14.63,4,1.7,0.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HES
CLX,Clorox Co,Consumer Staples,113.4,2.8,25.93,4.37,0.92,94.16,119.75,14.59,1.16,2.6,124.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CLX
